word,n
dates,233
dim,233
insanely,233
pet,233
queen,233
screen,233
attractive,232
bothered,232
subtle,232
grouper,231
patron,231
restrooms,231
grounds,230
impress,230
alcoholic,229
ale,229
atm,229
distancing,229
jumbo,229
message,229
reviewed,229
sooner,229
sum,229
thumbs,229
utensils,229
dancing,228
jewish,228
speed,228
truth,228
warmer,228
10am,227
approached,227
carnitas,227
frankly,227
frills,227
improve,227
land,227
media,227
royal,227
seasons,227
tenderloin,227
boudin,226
culture,226
deals,226
farmers,226
helps,226
noodle,226
rainy,226
70,225
adventurous,225
fritters,225
naturally,225
pistachio,225
politely,225
rooster,225
rules,225
shaved,225
blow,224
burn,224
comments,224
cooler,224
hipsters,224
refund,224
replaced,224
smiles,224
someone's,224
supporting,224
tempted,224
bummer,223
crave,223
eager,223
empanadas,223
forced,223
german,223
gouda,223
piled,223
saving,223
slipper,223
surrounding,223
amada,222
banh,222
conversations,222
leche,222
rough,222
sipping,222
souffle,222
stage,222
unacceptable,222
bottled,221
crappy,221
facebook,221
involved,221
magazine,221
metal,221
opt,221
p.m,221
plant,221
preparation,221
volume,221
flying,220
kicked,220
opposite,220
voice,220
3rd,219
angry,219
approach,219
benedicts,219
classics,219
decorations,219
freshness,219
mignon,219
napkin,219
poutine,219
remind,219
rule,219
stl,219
tongue,219
benefit,218
complimented,218
groupon,218
introduced,218
java,218
sets,218
shut,218
tiramisu,218
balcony,217
blame,217
earned,217
fucking,217
route,217
success,217
terribly,217
cast,216
fixed,216
monkey,216
requests,216
root,216
array,215
construction,215
facing,215
lil,215
quirky,215
rabbit,215
retro,215
rotation,215
books,214
deluxe,214
desire,214
fruity,214
jus,214
sausages,214
appeal,213
buying,213
consists,213
content,213
managers,213
overpowering,213
parc,213
pine,213
textures,213
unexpected,213
lump,212
plated,212
stairs,212
stores,212
fly,211
gallo,211
lait,211
wallet,211
chilly,210
conveniently,210
flowers,210
highlights,210
searching,210
shade,210
sucked,210
traveling,210
urban,210
appearance,209
bustling,209
concoction,209
discover,209
dreams,209
fav,209
gal,209
ins,209
reach,209
selling,209
sparkling,209
visitors,209
walks,209
albeit,208
custard,208
female,208
human,208
hurt,208
ring,208
almonds,207
celery,207
cutting,207
exposed,207
marinara,207
parm,207
ultimately,207
uptown,207
blowing,206
budget,206
celebrating,206
charging,206
draw,206
epic,206
grace,206
ignore,206
insisted,206
majority,206
moments,206
smokey,206
tomorrow,206
wake,206
7pm,205
apologetic,205
cheers,205
minimum,205
succulent,205
surrey's,205
appetizing,204
butternut,204
continental,204
eaters,204
fool,204
liquid,204
liver,204
smart,204
underwhelmed,204
acknowledged,203
adequate,203
baja,203
death,203
knowledge,203
layers,203
meets,203
servings,203
wtf,203
colombe,202
explaining,202
faced,202
minimal,202
mom's,202
shift,202
warmed,202
accompanying,201
artwork,201
comforting,201
genuine,201
staples,201
stupid,201
varied,201
capers,200
coma,200
custom,200
cuts,200
drinker,200
gladly,200
restaurant's,200
whip,200
yo,200
america,199
basis,199
cent,199
dare,199
faster,199
jerk,199
lasagna,199
manage,199
milkshakes,199
plants,199
risk,199
samples,199
snob,199
soak,199
stocked,199
sugary,199
text,199
university,199
alligator,198
bud,198
char,198
embarrassed,198
enchilada,198
explore,198
factory,198
firm,198
hunger,198
outlets,198
setup,198
solo,198
suck,198
tri,198
tub,198
winning,198
assuming,197
carb,197
comped,197
dang,197
fusion,197
invited,197
jalapenos,197
p.s,197
touristy,197
understanding,197
adjacent,196
featuring,196
fiancé,196
skeptical,196
successful,196
trap,196
bass,195
celebration,195
coworker,195
croque,195
disappeared,195
guessing,195
heavily,195
husk,195
noble,195
tavern,195
uncle,195
grabbing,194
gracious,194
ill,194
inch,194
levels,194
pa,194
platters,194
push,194
quail,194
responded,194
screaming,194
substantial,194
unfortunate,194
unprofessional,194
6pm,193
apartment,193
bonuts,193
calm,193
cantina,193
falling,193
ha,193
hat,193
hospital,193
houses,193
lackluster,193
letting,193
neighbors,193
ownership,193
poboy,193
unassuming,193
warmly,193
bags,192
chatted,192
execution,192
glory,192
griddle,192
institution,192
july,192
lunches,192
pairing,192
poke,192
premium,192
reputation,192
screw,192
silly,192
skills,192
superior,192
tradition,192
trained,192
2.50,191
amazed,191
containers,191
continues,191
corporate,191
driven,191
european,191
gigantic,191
gratuity,191
lead,191
mmm,191
pickup,191
promised,191
ribeye,191
snag,191
calls,190
chris,190
father,190
fear,190
improvement,190
torn,190
arrives,189
aspect,189
communal,189
falafel,189
garnish,189
goody,189
homefries,189
i.e,189
vegans,189
watered,189
limit,188
opposed,188
praline,188
record,188
scallop,188
staring,188
stunning,188
adventure,187
chains,187
chew,187
clearwater,187
eateries,187
eh,187
entertainment,187
hoagie,187
laugh,187
midnight,187
skipped,187
track,187
unlimited,187
address,186
chalkboard,186
drenched,186
fight,186
manhattan,186
occasionally,186
painted,186
paris,186
plantains,186
purple,186
remove,186
rubbery,186
shaped,186
stops,186
subpar,186
acknowledge,185
beaten,185
calorie,185
couples,185
creamed,185
indoors,185
intended,185
joe's,185
puree,185
safety,185
sigh,185
stacked,185
wasted,185
whatsoever,185
award,184
badly,184
breath,184
clothes,184
clue,184
mardi,184
mountain,184
newly,184
sunset,184
sweeter,184
amounts,183
barbecue,183
crackers,183
delighted,183
ensure,183
fired,183
hungover,183
purpose,183
reality,183
stock,183
account,182
exquisite,182
focused,182
franklin,182
gardens,182
habanero,182
obsessed,182
po'boy,182
romaine,182
skinny,182
sky,182
straw,182
timing,182
weight,182
additionally,181
doughy,181
jeans,181
laptop,181
outdoors,181
switch,181
triple,181
underneath,181
drag,180
hooked,180
listening,180
oddly,180
rack,180
rotating,180
shirts,180
suspect,180
yelling,180
endless,179
falls,179
halfway,179
hearts,179
internet,179
jalapeños,179
lean,179
links,179
nose,179
song,179
sparks,179
unbelievable,179
veal,179
amish,178
boot,178
chunky,178
competition,178
cured,178
declined,178
definite,178
football,178
indulge,178
ultimate,178
allergies,177
chicks,177
commented,177
contained,177
department,177
entry,177
generously,177
jams,177
latin,177
moves,177
pate,177
silk,177
snow,177
spoiled,177
staffed,177
student,177
b's,176
batch,176
crumbs,176
harvest,176
inventive,176
native,176
pissed,176
pomegranate,176
refried,176
sherry,176
upper,176
2.5,175
breeze,175
comparable,175
cow,175
exceptionally,175
feast,175
international,175
kimchi,175
leg,175
messed,175
mojito,175
pastor,175
report,175
salsas,175
sooooo,175
unable,175
cali,174
carafe,174
cottage,174
dying,174
grateful,174
hitting,174
justify,174
library,174
pushed,174
remoulade,174
sampling,174
settle,174
tipped,174
ventured,174
whiz,174
zone,174
bruschetta,173
claim,173
girlfriends,173
hostesses,173
organized,173
sage,173
toilet,173
trees,173
attended,172
blind,172
cochon,172
fennel,172
fourth,172
garbage,172
hangout,172
hazelnut,172
laughing,172
layered,172
nestled,172
pouring,172
ratings,172
restrictions,172
sake,172
uh,172
upgrade,172
consumed,171
dietary,171
nature,171
parlor,171
ranging,171
reviewing,171
shape,171
shock,171
valley,171
cheerful,170
hefty,170
reminiscent,170
rounded,170
roux,170
situated,170
verti,170
woke,170
acted,169
bucket,169
caprese,169
couches,169
degrees,169
dinning,169
glance,169
kindly,169
loveless,169
male,169
monell's,169
swimming,169
tempting,169
weekdays,169
baking,168
bridge,168
ciabatta,168
couch,168
crème,168
debris,168
finest,168
flies,168
liberty,168
reached,168
sans,168
spare,168
cater,167
creating,167
feelings,167
grandma,167
ipa,167
marte,167
mexico,167
michael,167
slammed,167
tartare,167
thinly,167
tin,167
ybor,167
boozy,166
cafes,166
confirmed,166
fond,166
genius,166
guilty,166
innovative,166
max,166
packaged,166
snapper,166
sodas,166
suite,166
waits,166
born,165
concern,165
conference,165
creations,165
fillings,165
flow,165
grass,165
james,165
lunchtime,165
placing,165
rolling,165
starr,165
strike,165
tamale,165
1pm,164
5pm,164
coated,164
duty,164
hosts,164
leftover,164
meetings,164
mole,164
preserves,164
signage,164
stories,164
adore,163
ages,163
attempted,163
august,163
bang,163
behavior,163
capacity,163
chances,163
computer,163
croutons,163
federal,163
hop,163
lined,163
program,163
puppies,163
raisin,163
sounding,163
suit,163
vibrant,163
accidentally,162
americano,162
argue,162
cobb,162
dripping,162
freakin,162
glorious,162
overlooking,162
receiving,162
sloppy,162
stays,162
thoughtful,162
touches,162
washed,162
wing,162
wondered,162
advised,161
bummed,161
conscious,161
crema,161
hesitant,161
mistakes,161
mud,161
preparing,161
singing,161
soufflé,161
alot,160
artisan,160
brûlée,160
brunches,160
campus,160
catching,160
collard,160
colored,160
companions,160
entertaining,160
feedback,160
filthy,160
grade,160
narrow,160
stretch,160
towels,160
yelled,160
backyard,159
canadian,159
chilaquiles,159
escargot,159
harbor,159
naan,159
nervous,159
northern,159
popcorn,159
processed,159
unpleasant,159
wedges,159
27,158
3.50,158
carefully,158
delivers,158
frustrating,158
grape,158
holes,158
holidays,158
hush,158
ipad,158
matters,158
replace,158
russian,158
socks,158
treatment,158
understood,158
wind,158
9am,157
admittedly,157
afford,157
butt,157
chilled,157
deserved,157
getaway,157
reserve,157
scale,157
shoulder,157
2016,156
cab,156
cannoli,156
conclusion,156
converted,156
fondue,156
grey,156
intrigued,156
ive,156
leaf,156
monte,156
nom,156
patience,156
presence,156
rudely,156
swing,156
category,155
constant,155
flowing,155
informative,155
obnoxious,155
paint,155
patiently,155
ripe,155
sisters,155
soo,155
teeth,155
umbrellas,155
accurate,154
childhood,154
explanation,154
honor,154
knocked,154
lesson,154
proximity,154
quarters,154
quesadillas,154
renovated,154
reviewer,154
skimp,154
term,154
5th,153
aforementioned,153
allergic,153
cereal,153
cucumbers,153
downhill,153
elements,153
eve,153
fits,153
kolache,153
mason,153
mcdonald's,153
require,153
salami,153
statement,153
sunshine,153
ugly,153
vez,153
beauty,152
carmel,152
closes,152
degree,152
dropping,152
edmonton,152
freezer,152
fresco,152
fritter,152
jackson,152
lord,152
pit,152
treasure,152
bargain,151
chosen,151
else's,151
hesitate,151
lame,151
laughed,151
lift,151
norm,151
occasional,151
overdone,151
overrated,151
thankful,151
thicker,151
tom,151
tricky,151
2015,150
brewery,150
buffets,150
cart,150
century,150
contrast,150
cubes,150
dedicated,150
flair,150
jump,150
jumped,150
lacroix,150
nada,150
pea,150
recipes,150
resort,150
sand,150
stole,150
strangers,150
valentine's,150
yea,150
bench,149
collection,149
cravings,149
creativity,149
curds,149
dumpling,149
garnished,149
pastas,149
patachou,149
pillows,149
ruin,149
seemingly,149
stanley,149
vast,149
witnessed,149
4pm,148
anticipated,148
basics,148
digress,148
ease,148
grapes,148
happier,148
pepperoni,148
remained,148
sirloin,148
yup,148
200,147
apparent,147
boss,147
extraordinary,147
fido,147
fills,147
flan,147
florentine,147
freebirds,147
guava,147
powder,147
props,147
rounds,147
spaced,147
tho,147
tickets,147
trek,147
alongside,146
animal,146
asap,146
baklava,146
boca,146
cuz,146
dug,146
exceeded,146
exit,146
hassle,146
inconsistent,146
loose,146
multi,146
oak,146
pleasing,146
rip,146
tamales,146
tastebuds,146
trick,146
1.50,145
breaking,145
coating,145
eastern,145
foam,145
golf,145
mascarpone,145
operation,145
shelf,145
splitting,145
toasts,145
8am,144
artists,144
aunt,144
cell,144
chipped,144
circle,144
confirm,144
creamer,144
david,144
decaf,144
enthusiastic,144
fajitas,144
grit,144
gruyere,144
imo,144
inquired,144
mentioning,144
ole,144
tres,144
tropical,144
turkish,144
upcharge,144
wowed,144
allergy,143
blonde,143
dan,143
december,143
madame,143
nicest,143
touched,143
waitlist,143
ability,142
crumb,142
info,142
load,142
mansion,142
ounce,142
southwest,142
tummy,142
bare,141
bison,141
escape,141
fuck,141
grille,141
january,141
melts,141
miserable,141
oceana,141
package,141
plump,141
raisins,141
rise,141
solely,141
studying,141
tiger,141
understandable,141
boat,140
duh,140
fishtown,140
handling,140
joined,140
network,140
officially,140
separately,140
shells,140
switched,140
tabasco,140
tartar,140
today's,140
trend,140
7am,139
burning,139
excitement,139
grow,139
nuggets,139
pete's,139
princess,139
schedule,139
shack,139
tail,139
wipe,139
bolognese,138
cocoa,138
coffeehouse,138
daughters,138
elevated,138
encourage,138
macaroons,138
outrageous,138
radar,138
spotted,138
tennessee,138
alike,137
appropriately,137
aroma,137
blast,137
bubbly,137
cared,137
easter,137
express,137
force,137
grandmother,137
holds,137
hood,137
loss,137
mains,137
march,137
marmalade,137
saint,137
accommodated,136
apologies,136
brilliant,136
compliments,136
concert,136
danish,136
decisions,136
downright,136
drafts,136
focaccia,136
gloves,136
ikea,136
jimmy,136
mama,136
portioned,136
profile,136
remains,136
scott,136
shoes,136
sorbet,136
sunrise,136
temp,136
toddler,136
unbelievably,136
accompany,135
candle,135
dirt,135
enticing,135
flower,135
gator,135
hated,135
mere,135
pressure,135
sophisticated,135
splurge,135
yell,135
benches,134
brewing,134
bump,134
cure,134
dislike,134
error,134
esque,134
farmhouse,134
freezing,134
leather,134
married,134
printed,134
unsure,134
accepted,133
byo,133
coat,133
complement,133
confusion,133
flip,133
fortunate,133
frustrated,133
gorgonzola,133
greatly,133
gripe,133
hunt,133
killed,133
marked,133
oxford,133
pantry,133
pricier,133
pricy,133
shy,133
spin,133
status,133
video,133
10pm,132
accompaniment,132
arm,132
babies,132
cristo,132
disaster,132
expanded,132
fixe,132
harder,132
melon,132
mex,132
moon,132
overheard,132
peace,132
petite,132
police,132
raise,132
remaining,132
saturdays,132
services,132
shine,132
smashed,132
warmth,132
8pm,131
assorted,131
brain,131
buildings,131
charges,131
clayton,131
curd,131
displayed,131
dunedin,131
equal,131
festival,131
heaping,131
instant,131
october,131
praise,131
tempura,131
visible,131
bob,130
chow,130
chunk,130
cobbler,130
crabmeat,130
delivering,130
halibut,130
justice,130
marble,130
nightmare,130
peppery,130
rainbow,130
shrimps,130
spilled,130
substituted,130
versions,130
wore,130
bath,129
beloved,129
bliss,129
burrata,129
canal,129
cities,129
colleagues,129
condiment,129
dated,129
decades,129
drunken,129
fixtures,129
france,129
francisco,129
gathering,129
lay,129
mighty,129
omlette,129
sexy,129
slab,129
stroll,129
sweetened,129
worries,129
2017,128
55,128
allowing,128
beard,128
boutique,128
creation,128
depth,128
fil,128
friendliness,128
generic,128
highway,128
judging,128
loudly,128
mule,128
perused,128
remain,128
sing,128
snap,128
spreads,128
standout,128
suddenly,128
trade,128
unnecessary,128
washington,128
yuck,128
biz_photos,127
bizarre,127
bookmarked,127
complemented,127
devour,127
directed,127
earthy,127
farmer's,127
fryer,127
june,127
landed,127
license,127
melty,127
neon,127
relish,127
shortcake,127
sticking,127
throwing,127
bitch,126
bones,126
bursting,126
claimed,126
exotic,126
lake,126
rabe,126
springs,126
thirty,126
wandered,126
2014,125
26,125
broadway,125
connected,125
creepy,125
crumbled,125
gay,125
happiness,125
hire,125
huh,125
imagined,125
licked,125
loyal,125
oreo,125
pint,125
planet,125
prix,125
residential,125
string,125
abbey,124
boxed,124
dealing,124
dunkin,124
elite,124
engaging,124
google,124
historical,124
hospitable,124
humble,124
model,124
proved,124
refilling,124
reply,124
satisfaction,124
spirits,124
steam,124
28,123
9pm,123
antique,123
bao,123
chalk,123
combos,123
comp,123
disclaimer,123
encounter,123
etouffee,123
hallway,123
hmm,123
hook,123
horchata,123
leisurely,123
milktooth,123
paintings,123
parfait,123
pinot,123
pitchers,123
portland,123
spirit,123
stare,123
stared,123
steaming,123
stir,123
thanked,123
addictive,122
boston,122
brandon,122
browned,122
bugs,122
distinct,122
gallery,122
heirloom,122
indeblue,122
intense,122
jukebox,122
limp,122
nutty,122
people's,122
sammie,122
trolley,122
upbeat,122
upgraded,122
wawa,122
1.5,121
52,121
bills,121
caused,121
connoisseur,121
cracked,121
died,121
flights,121
fuss,121
gastropub,121
gym,121
hustle,121
lick,121
mayonnaise,121
mmmm,121
nook,121
packets,121
pancetta,121
popping,121
reception,121
rid,121
roughly,121
sammy,121
smiled,121
specialties,121
struck,121
tile,121
warn,121
accident,120
angus,120
appointment,120
automatically,120
biggie,120
brownies,120
churros,120
cuba,120
dust,120
eagle,120
faux,120
favourite,120
garlicky,120
neck,120
overbearing,120
poblano,120
ramen,120
replacement,120
splash,120
summary,120
tower,120
upside,120
wave,120
caviar,119
cheapest,119
crumble,119
dreaming,119
driver,119
hide,119
https,119
neighbor,119
port,119
rear,119
storm,119
torta,119
tv's,119
year's,119
avoided,118
bachelorette,118
behold,118
clothing,118
contemporary,118
crumbles,118
descriptions,118
drawn,118
everytime,118
fishy,118
ginormous,118
italy,118
kitschy,118
margherita,118
motel,118
pad,118
pat's,118
payment,118
positives,118
randomly,118
repeatedly,118
richness,118
slower,118
stress,118
supposedly,118
